id,text
1074399545164005376,Marie-Amelie LE FUR elected as NPC France’s chairwoman https://t.co/2PAVKaQnPb
1072724313441271808,@SultaneIcboyun Pourquoi pas! Il le SERA ... peut-être ;)
1072493707608367104,My first #scheduled Tweet.
1072491764139917313,L'#affaireHuawei ajoute de l'huile sur le feu aux relations trans-pacifique. https://t.co/zn8tH669eh
1070632438303473665,RT @libe: «On flippe tous pour la journée de samedi» : Les députés de la majorité sont «en alerte active».  https://t.co/mYCGwVnHnX
1070632229435514881,"RT @le_Parisien: Gilets jaunes : le médiatique Jean-François Barnaba, sans mission depuis dix ans, mais rémunéré https://t.co/qQug0mCiFC #R…"
1070045074191515648,RT @BenoitBringer: « Un documentaire choc » Merci @LaCroix https://t.co/GRDsn24dym
1070044816162086912,RT @LesEchos: Gérald Darmanin : « Nous voulons décrisper les relations entre contribuables et administration » https://t.co/7O6C5nz2xN
1069680664805560321,"RT @libe: #CheckNews
Cette vidéo montrant un homme tabassé par les forces de l'ordre samedi soir à Paris est-elle vraie?
https://t.co/oIlJD…"
1068597140438622208,RT @libe: Foot : la Confédération africaine de football (CAF) retire l'organisation de la CAN-2019 au Cameroun https://t.co/gxlpqBdIDn http…
